id,clause_number,heading,body,notes,exceptions,level,parent_number,page,codebook
NCC_VOL_3:NSW A6G7,NSW A6G7,Class 6 buildings,"[2019: NSW A6. 6] A Class 6 building is a shop or other building for sale of goods by retail or the supply of services direct to the public, including— (a) an eating room, cafe, restaurant, milk or soft drink bar; or (b) a dining room, bar, shop or kiosk part of a hotel or motel; or (c) a hairdressers or barbers shop, public laundry, or undertakers establishment; or (d) market or sale room, showroom, or service station; or (e) small live music or arts venue. Part B1 Cold water services Delete B1D3 and insert NSW B1D3 as follows: Section B	Water services",,,2,A6,,NCC_VOL_3
NCC_VOL_3:NSW B1D3#2,NSW B1D3#2,General requirements,"[2019: NSW B1. 4(1)] A cold water service must be in accordance with AS/NZS 3500. 1, with the following additions to clause 5. 4. 2: (l) Where valves are located below ground within the property boundary, they shall be provided with a surface box and riser. The box lid shall be permanently marked with a W. Part B2 Heated water services Delete B2D2 and insert NSW B2D2 as follows:",,,2,B1,,NCC_VOL_3
NCC_VOL_3:NSW B2D2,NSW B2D2,Water heater in a heated water supply system,Delete B2D5 and insert NSW B2D5 as follows:,,,2,B2,,NCC_VOL_3
NCC_VOL_3:NSW B2D5#2,NSW B2D5#2,Maximum delivery temperature,"[2019: NSW B2. 5(a)(iv)] The delivery temperature of heated water at the outlet of each sanitary fixture must be— (a) not more than 45°C in any— (i) residential part of an aged care building; or (ii) patient care area in a health-care building; or (iii) part of an early childhood centre, or primary or secondary school, that is used by children; or (iv) any facility designated for use by people with a disability; or (b) not more than 50°C in all other cases. Delete B2D6 and insert NSW B2D6 as follows:",,,2,B2,,NCC_VOL_3
NCC_VOL_3:NSW B2D6,NSW B2D6,Temperature control devices,"[2019: NSW B2. 6(2)(d), Application 1 and Exemption 1] (1) A temperature control device used to deliver heated water in accordance with B2D5(a) must be a— (a) thermostatic mixing valve; or (b) thermostatically controlled tap. (2) A temperature control device used to deliver heated water in accordance with B2D5(b) must be a— (a) thermostatic mixing valve; or (b) thermostatically controlled tap; or (c) tempering valve; or (d) temperature limited water heater with a maximum delivery temperature of 50°C marked in accordance with AS 3498. (3) The required maximum delivery temperature must be achieved in accordance with AS/NZS 3500. 4. Part B3 Non-drinking water services Delete B3D3 and insert NSW B3D3 as follows:",,,2,B2,,NCC_VOL_3
NCC_VOL_3:NSW B3D3,NSW B3D3,General requirements,"[2019: NSW B3. 3] A non-drinking water service must be in accordance with AS/NZS 3500. 1 with the following additions to clause 10. 3— (a) 10. 3(d): Top up from a drinking water supply shall be by an indirect trickle top up with a visible air gap external to the tank; and (b) 10. 3(e): There shall be no connection between treated greywater systems and drinking water, rainwater or other sources of supply. Part B5 Cross-connection control Delete B5D6 and insert NSW B5D6 as follows:",,,2,B3,,NCC_VOL_3
NCC_VOL_3:NSW B5D6#2,NSW B5D6#2,Rainwater,"[New for 2022] Drinking water and non-drinking water must: (a) be zone protected from above ground, buried or partially buried rainwater tank in Class 1 buildings, utilising a non-testable device; or Insert NSW B5D7 as follows:",,,2,B5,,NCC_VOL_3
NCC_VOL_3:NSW B5D7,NSW B5D7,Cooling tower water service,"[2019: NSW B5. 501] Water systems permanently attached to cooling towers backflow prevention shall be positioned so that— (a) cooling tower air gap must be measured from the rim of the cooling tower basin; and (b) if a drinking waterservice to the cooling tower passes through the basin, the service pipe must be provided with a double wall protection; and (c) if a fast fill connection is required, the fast fill line shall terminate externally to the unit, with an air gap over either the basin or a tundish. Notes See NSW Figure B5D7for typical cooling tower connections. Insert NSW Figure B5D7 as follows: NSW Figure B5D7: Typical cooling tower service Figure Notes Note 1. Introduction to this Part Part B4 does not apply in New South Wales. Part C2 Sanitary drainage systems Delete C2D4 and insert NSW C2D4 as follows: Section C	Sanitary plumbing and drainage systems",,,2,B5,,NCC_VOL_3
NCC_VOL_3:NT NSW C2D4,NT NSW C2D4,General requirements,"[2019: NSW C2. 4] A sanitary drainage system must be in accordance with AS/NZS 3500. 2 with the following variations: (a) For clause 4. 3. 1 insert(i) as follows: Must not have DN40 or DN50 traps installed. (b) For clause 4. 4. 1 insert the following as the second paragraph: Boundary trap or inspection shafts cannot terminate within areas of buildings as defined in the NCC as a habitable room. See NCC Definitions and delete but from(a) and replace with, and delete excludes from(b). (c) After clause 4. 5. 2(b) insert(c) as follows: Soil and waste stacks shall not discharge through a reflux valve except where a reflux valve is installed at the connection to the sewer required with surcharging sewers. (d) Substitute clause 4. 5. 3 as follows: Where a surcharge is likely to occur and a reflux valve is to be installed, it shall be located in accordance with(i) and(ii) as follows: (i) Where the drain has an inspection shaft or boundary trap, the reflux valve shall be located immediately downstream from and adjacent to the outlet of the shaft or trap. (ii) The invert of the outlet of the reflux valve shall be installed a minimum of 80 mm higher than the invert of the Network Utility Operators system it is connected to. See NSW Figures C2D4a and C2D4b. (e) After clause 4. 7. 1(h) insert(i) as follows: At each branch off a main line internal of the building connecting one or more water closets or slop hoppers. In these cases. inspection openings must be raised to finished surface level in an accessible position and sealed with an airtight cover. If access to the under floor area is more than 600 mm above the inspection opening, the riser may be omitted. (f) After clause 12. 7(g) insert(h) as follows: Sewage management facilities shall be accredited by NSW Health and comply with local government requirements. Before a connection is made to pump raw sewage or effluent from a septic tank or holding well to the Network Utility Operatorssewer, an application must be made to that Network Utility Operator. Applicants must meet the pump to sewer requirements and conditions for all connections to the sewer. A marker tape must be laid along the top of all pump discharge or rising mains pipes at intervals of not more than 3 m. Insert NSW Figure C2D4a as follows: NSW Figure C2D4a: Reflux valves - diagram 1 Reflux(Surcharge) Valve Inspection Opening Flow 80 mm Insert NSW Figure C2D4b as follows: NSW Figure C2D4b: Reflux valves - diagram 2 Reflux(Surcharge) Valve Flow 80 mm Introduction to this Part This Part sets out the requirements for any part of an on-site wastewater management systemfrom the point of connection of a sanitary drainage system up to and including the appropriate means of waste disposal. In New South Wales On-site wastewater management systems are not the responsibility of the plumbing regulator. For sewerage management facilities which treat sewerage of a domestic nature from premises occupied by a maximum of 10 persons or where the average daily flow of sewerage is less than 2000 litres, the facility must be accredited by the NSW Ministry of Health in accordance with Local Government(General) Regulation 2005. Information on on-site single domestic wastewater management and accreditation guidelines can be found on the following website: https: //www. health. nsw. gov. au/environment/domesticwastewater For land application areas the regulatory authority for land application systems is the local government(Council) and most local governments have a sewerage management strategy or policy. A list of NSW local governments may be found here; https: //www. olg. nsw. gov. au/public/local-government-directory Aisle: A walkway at the end of rows of seating, not being continental seating, leading to a cross-over or to an egress doorway. Appropriate authority The relevant authority with the responsibility to determine the particular matter. Assembly building A building where people may assemble for— (a) civic, theatrical, social, political or religious purposes including a library, theatre, public hall or place of worship; or (b) educational purposes in a school, early childhood centre, preschool, or the like; or (c) entertainment, recreational or sporting purposes including— (i) a cinema; or (ii) a sports stadium, sporting or other club; or (d) transit purposes including a bus station, railway station, airport or ferry terminal. Auditorium: A part of an entertainment venue used or intended to be used for the purposes of accommodating an audience to an entertainment. Continental seating: Rows of seating in which the rows extend the full width of an auditoriumwithout intervening aisles. Cross-over: In relation to an entertainment venue or temporary structure, means a walkway between aisles or between an aisle and an egress doorway. Designated bushfire prone area Land that: (a) has been designated under legislation; or (b) has been identified under an environmental planning instrument, development control plan or in the course of processing and determining a development application, as land that can support a bushfire or is likely to be subject to bushfire attack. Development consent: Is as defined in the Environmental Planning and Assessment Act 1979. Entertainment venue: Is as defined in the Environmental Planning and Assessment Regulation 2021. Film: A cinematograph film of a size of 35 mm or greater. Flying scenery: Scenery of a kind that is lifted above the stage floor by means of lines run from a grid. Garage top dwelling: A Class 1a dwelling located above a Class 10a private garage which is not associated with that Class 1a dwelling and includes any internal entry stair serving the garage top dwelling. Grid: A framework from which lines are run for the purpose of lifting flying scenery above the stage floor. Information and education facility: Is as defined in the Standard Instrument—Principal Local Environment Plan. Licensed premises: Is as defined in the Liquor Act 2007. Minimum lateral clearance: A permanently unobstructed space having a height above floor level of not less than 2000 mm and a width of not less than the specified measurement. Planning for Bush Fire Protection: Is as prescribed by the Environmental Planning and Assessment Regulation 2021. Projection suite: Such part of an entertainment venue as is designed to accommodate apparatus used for projecting films. Row: A row of seating— (a) between a wall or other barrier and an aisle; or (b) between 2 aisles. Small live music or arts venue: The whole or part of a building— (a) in which cultural activities including live music, visual arts displays, dancing, poetry and spoken word performances are provided to the public; and (b) that has a floor area of not more than 300 square metres; and (c) that has a rise in storeys of not more than 2; and (d) that occupies not more than 2 storeys including the ground floor storey; and (e) where pyrotechnics or theatrical smoke(smoke machines, hazers or the like) are not used. Spa pool: Is as defined in the Swimming Pools Act 1992. Special fire protection purpose: (As per Section 100B(6) of the Rural Fires Act 1997) means any of the following purposes: (a) a school, (b) a child care centre, (c) a hospital(including a hospital for the mentally ill or mentally disordered), (d) a hotel, motel or other tourist accommodation, (e) a building wholly or principally used as a home or other establishment for mentally incapacitated persons, (f) seniors housing within the meaning of State Environmental Planning Policy(Housing for Seniors or People with a Disability) 2004(now SEPP (Housing) 2021), (g) a group home within the meaning of State Environmental Planning Policy No 9 - Group Homes(now SEPP (Housing) 2021), (h) a retirement village, (i) any other purpose prescribed by the regulations(Rural Fires Regulation 2022). Temporary structure: Either— (a) a booth, tent or other temporary enclosure, whether or not a part of the booth, tent or enclosure is permanent; or (b) a mobile structure. NSW Footnote: Other legislation affecting buildings 1. Plumbing and Drainage Administering Agency Office of Local Government Relevant Legislation Local Government Act 1993 Local Government(General) Regulation 2021 Administering Agency NSW Fair Trading Relevant Legislation Plumbing and Drainage Act 2011 Plumbing and Drainage Regulation 2017 Approval to Connect to Network Utility Operators System Refer to the Network Utility Operator for the current Act and Regulation Hunter Water Act 1991 Sydney Water Act 1994 Water Industry Competition Act(WICA) 2006 2. Building Administering Agency Department of Planning and Environment Relevant Legislation Environmental Planning and Assessment Act 1979 Environmental Planning and Assessment Regulation 2000 3. Health Administering Agency NSW Ministry of Health Relevant Legislation Public Health Act 2010 Public Health Regulation 2012 4. Environment Administering Agency Office of Environment & Heritage Relevant Legislation Protection of the Environment Operations Act 1997 5. Gas Administering Agency Department of Planning and Environment, Energy, Water and Portfolio Strategy Relevant Legislation Gas Supply Act 1996 Gas Supply(Safety and Network Management) Regulation 2013 Administering Agency NSW Fair Trading Relevant Legislation Gas and Electricity(Consumer Safety) Act 2017 Gas and Electricity(Consumer Safety) Regulation 2018 6. Electrical Administering Agency NSW Fair Trading Relevant Legislation Electricity(Consumer Safety) Act 2017 Electricity(Consumer Safety) Regulation 2018 Administering Agency Safe Work NSW Relevant Legislation Work Health and Safety Regulation 2017 Introduction Section C Section D Schedule 2 Sanitary plumbing and drainage systems Referenced documents Footnote: Other legislation affecting buildings NT Introduction This Appendix contains variations and additions to the Plumbing Code of Australia(PCA) provisions which are considered necessary for the effective application of the Code in the Northern Territory. Part C2 Sanitary drainage systems Delete C2P2 and insert NT C2P2 as follows: NSW Part C3	On-site wastewater management Schedule 1	Definitions Schedule 2	Referenced documents No. 	Date	Title 	Volume One 	Volume Two 	Housing Provisions NSW Legislation	2018	Swimming Pools Regulation 	NSW G1P2, NSW G1D2	NSW H7P1, NSW H7D2	N/A NSW Legislation	2011	Work Health and Safety Act	NSW G1D5 	N/A 	N/A Schedule 6	Northern Territory Part C2 NT C2P2 Excessive noise Part D1D1D1 NT D1D3	Sanitary drainage systems Swimming pool drainage Excessive noise Deemed-to-Satisfy Provisions Sound insulation Section C	Sanitary plumbing and drainage systems",,,2,,,NCC_VOL_3
NCC_VOL_3:NT C2P2,NT C2P2,Swimming pool drainage,Part D1 Excessive noise Section D	Excessive noise,,,2,C2,,NCC_VOL_3
NCC_VOL_3:NT D1D1#2,NT D1D1#2,Deemed-to-Satisfy Provisions,"[2019: D1. 1] Delete D1D1(1) and insert NT D1D1(1) as follows: (1) Where a Deemed-to-Satisfy Solution is proposed, Performance Requirement— (a) D1P1 is satisfied by complying with D1D2; and (b) D1P2 is satisfied by complying with— (i) NT F5. 0 through to NT F5. 8 in the NT Appendix to NCC Volume One for Class 2, 3 and 9c buildings; and (ii) NT Part 3. 8. 6 in NCC Volume Two for Class 1 buildings. Delete D1D3 and insert NT D1D3 as follows:",,,2,D1,,NCC_VOL_3
NCC_VOL_3:NT D1D3,NT D1D3,Sound insulation,"NT Footnote: Other legislation affecting buildings 1. Plumbing and Drainage Administering Agency Department of Infrastructure, Planning and Logistics Department of Attorney-General and Justice Relevant Legislation Building Act Building Regulations Plumbers and Drainers Licencing Act 2. Building Administering Agency Department of Infrastructure, Planning and Logistics Relevant Legislation Building Act Building Regulations 3. Health Administering Agency Department of Health Relevant Legislation Public and Environmental Health Act Public and Environmental Health Regulations 4. Planning Administering Agency Department of Infrastructure, Planning and Logistics Relevant Legislation Planning Act 5. Gas Administering Agency Department of Attorney-General and Justice(NT Work Safe) Relevant Legislation Dangerous Goods Act 6. Electrical Administering Agency Department of Attorney-General and Justice(NT Work Safe) Relevant Legislation Electrical Workers and Contractors Act Electricity Reform Act Electrical Reform(Safety and Technical) Regulations 7. Water Supply and Sewage Services Administering Agency Power and Water Corporation Relevant Legislation Water Supply and Sewerage Services Act Water Supply and Sewerage Services Regulations QLD Introduction This Appendix contains variations and additions to the Plumbing Code of Australia(PCA) provisions which are considered necessary for the effective application of the Code in Queensland and shall be treated as amendments to the Code. Part B1 Cold water services Schedule 2	Referenced documents Schedule 7	Queensland Introduction	 Section B 	Water services Part B1B1D2 Part B2 QLD B2P7 QLD B2D2 QLD Part B4 	Fire-fighting water services Schedule 1 	Definitions Schedule 2 	Referenced documents Section B	Water services",,,2,D1,,NCC_VOL_3
NCC_VOL_3:QLD B1D2#2,QLD B1D2#2,Water efficiency,"[2019: B1. 2] Delete B1D2(2) and insert QLD B1D2(2) as follows: (2) For a new Class 1 or Class 2 building, in an area serviced by a Network Utility Operator water supply, toilet cisterns must— (a) have a dual flushing mechanism; and (b) be a minimum 4 Star WELS rating discharging not more than 4. 5 litres for a full flush; and (c) are compatible with the size of the toilet bowl to allow for proper functioning of the toilet. For all other installations, cisterns or flushing devices for water closets must— (a) have a dual flushing mechanism; and (b) be a minimum 3 Star WELS rating discharging not more than 6 litres or 4. 5 litres for a full flush. Part B2 Heated water services Delete B2P7 and insert QLD B2P7 as follows:",,,2,B1,,NCC_VOL_3
NCC_VOL_3:QLD B2P7,QLD B2P7,Energy use and source,Delete B2D2 and insert QLD B2D2 as follows:,,,2,B2,,NCC_VOL_3
NCC_VOL_3:QLD B2D2,QLD B2D2,Water heater in a heated water supply system,"Introduction to this Part Part B4 does not apply in Queensland. Primary building element For the purposes of— (1) Volume One, a member of a building designed specifically to take part of the loads specified in B1D3and includes roof, ceiling, floor, stairway or ramp and wall framing members including bracing members designed for the specific purpose of acting as a brace to those members; or (2) Volume Two— (a) A member of a building specifically designed to take part of the building loads and includes roof, ceiling, floor, stairway or ramp and wall framing members including bracing members designed for the specific purpose of acting as a brace to those members; and (b) door jambs, window frames and reveals, architraves and skirtings. Introduction Section A Governing requirements Section C Sanitary plumbing and drainage systems Schedule 2 Referenced documents Footnote: Other legislation affecting buildings SA Introduction This Appendix contains variations and additions to the PCA provisions which are considered necessary for the effective application of the Code in South Australia. These variations and additions are to be treated as amendments to the PCA. Part A6 Building classification Delete A6G7 and insert SAA6G7 as follows: QLD Part B4	Fire-fighting water services Schedule 1	Definitions Schedule 2	Referenced documents Schedule 8	South Australia 	Part A6 SA A6G7 	Building classification Class 6 buildings Section B	Water services 	 	Part B2 SA B2D2 SA B2D5 SA B2D9 Part B5 SA B5D6 Part B6 SA B6D2	Heated water services Water heater in a heated water supply system Maximum delivery temperature General requirements Cross-connection control Rainwater Rainwater services General requirements 	Part C1 SA C1D3 Part C2 SA C2D4 Part C3 SA C3D2 SA C3D3 SA C3D4 SA C3D5 SA C3D6 SA C3D7	Sanitary plumbing systems General requirements Sanitary drainage systems General requirements On-site wastewater management Septic tanks Composting toilets Secondary treatment systems Domestic grey water treatment systems Land application systems Common effluent drainage systems Schedule 1	Definitions 	 Section A	Governing requirements",,,2,B2,,NCC_VOL_3
NCC_VOL_3:SA A6G7,SA A6G7,Class 6 buildings,"[2019: SA A6. 6] A Class 6 building is a shop or other building for the sale of goods by retail or the supply of services direct to the public, including— (a) an eating room, cafe, restaurant, milk or soft drink bar; or (b) a dining room, bar, shop or kiosk part of a hotel or motel; or (c) a hairdressers or barbers shop, public laundry, or undertakers establishment; or (d) market or sale room, showroom, or service station; or (e) a small arts venue. Part B2 Heated water services Delete B2D2 and insert SA B2D2 as follows: Section B	Water services",,,2,A6,,NCC_VOL_3
NCC_VOL_3:SA B2D2,SA B2D2,Water heater in a heated water supply system,"[2019: SA B2. 2] (1) In an established Class 1 building connected to a reticulated gas supply or a new Class 1 or Class 10 building, a water heater must be one of the following types: (a) A natural gas or LPG water heater, either instantaneous, continuous flow or storage, that has an energy rating of 5 stars or more. (b) A natural gas or LPG boosted solar water heater, with a total tank volume of not more than 700 litres, that is eligible for any number(one or more) of STCs. (d) A wood combustion water heater, with no additional heating mechanisms, with a total tank volume of not more than 700 litres. (e) A wood combustion boosted solar water heater, with no additional heating mechanisms, with a total tank volume of not more than 700 litres. (2) In an established Class 1 building that is not connected to a reticulated gas supply, a water heater must be one of the following types: (a) A water heater complying with the requirements set out in(1). (b) An electric water heater with a rated hot water delivery of no greater than 250 litres. (c) An electric instantaneous water heater, having a water storage capacity no greater than one litre and total electrical input no greater than 15. 0 kW. (3) The requirements of(1) and(2) do not apply to any of the following: (a) Water heaters serving buildings other than Class 1. (b) Repairs to water heaters including: (i) Like for like replacements that are the result of manufacturer, supplier or installer warranty arrangements. (ii) Replacement of a single major component of a solar or electric heat pump water heater(for example, a heat pump compressor/evaporator unit, a solar collector, or a storage tank). (c) Secondary electric water heaters of up to 55 litres rated delivery, which do not serve a shower or bath. (d) Temporary electric water heaters of up to 55 litres rated delivery, for a period not exceeding 60 days, pending installation of a complying water heater. (e) An electric or gas vented(gravity fed) water heater, located in a roof space of an established Class 1 building, of no greater than 250 litres rated hot water delivery. (f) A gas water heater installed entirely within a fully enclosed roof space, room or attached garage of an established Class 1 building, providing the water heater has an energy rating of 3 stars or more. Delete B2D5 and insert SA B2D5 as follows: Year	Tank volume of 400 litres or more and not more than 700 litres	Tank volume of more than 220 litres and less than 400 litres	Tank volume of not more than 220 litres 2022	34 in zone 3* and/or 32 in zone 4 	24 in zone 3 and/or 23 in zone 4 	15 in zone 3 and/or 14 in zone 4 Year	Tank volume of 400 litres or more and not more than 700 litres	Tank volume of more than 220 litres and less than 400 litres	Tank volume of not more than 220 litres 2023	30 in zone 3 and/or 28 in zone 4 	21 in zone 3 and/or 20 in zone 4 	13 in zone 3 and/or 12 in zone 4 2024	26 in zone 3 and/or 25 in zone 4 	18 in zone 3 and/or 18 in zone 4 	11 in zone 3 and/or 11 in zone 4 2025	22 in zone 3 and/or 21 in zone 4 	16 in zone 3 and/or 15 in zone 4 	10 in zone 3 and/or 9 in zone 4",,,2,B2,,NCC_VOL_3
NCC_VOL_3:SA B2D5,SA B2D5,Maximum delivery temperature,"[New for 2022] (1) The delivery temperature of heated water at the outlet of each sanitary fixture must be— (a) not more than 45 °C in any— (i) residential part of an aged care building; or (ii) patient care area in a health-care building; or (iii) part of an early childhood centre, or primary or secondary school, that is used by children; or (iv) designated accessible facility in a common area of a Class 2 building, or in any part of a Class 3, Class 5, Class 6, Class 7, Class 8, Class 9a, 9b, 9c or Class 10 building; or (b) not more than 50 °C in all other cases. (2) Heated water services in buildings constructed after 19 October 1995 shall have temperature control in accordance with 1(a) and(b). (3) All new solar water installations(including solar water heater replacements) shall be in accordance with 1(a) and(b). (4) Where an existing building is altered or extended in such a way that sanitary fixtures used primarily for personal hygiene purposes are installed in a location where, before the alteration or extension, no such fixture existed, the delivery temperature at the fixture shall be in accordance with 1(a) and(b). (5) Where a water heater is replaced, a temperature control device is required where such a device was in place prior to the installation of the replaced water heater. The device must meet the requirements of 1(a) and(b). Delete B2D9 and insert SA B2D9 as follows:",,,2,B2,,NCC_VOL_3
NCC_VOL_3:SA B2D9,SA B2D9,General requirements,"[2019: SA B2. 9] A heated water service must be in accordance with AS/NZS 3500. 4 with the following variations— (a) substitute AS/NZS 3500. 4 clause 5. 8(c) with: 5. 8(c) All new or replacement unvented storage water heaters shall be fitted with new temperature/pressure relief and expansion control valves. (b) substitute AS/NZS 3500. 4 clause 5. 11. 2. 1 with: 5. 11. 2. 1 The drain lines from the outlet of the temperature/pressure-relief valve and the expansion control valve on an individual water heater shall not be interconnected. (c) substitute AS/NZS 3500. 4 clause 5. 11. 3(e) with: 5. 11. 3(e) All drain lines shall discharge separately over a gully, tundish or other visible approved outlet. Part B5 Cross-connection control Delete B5D6 and insert SA B5D6 as follows:",,,2,B2,,NCC_VOL_3
NCC_VOL_3:SA B5D6,SA B5D6,Rainwater,"[2019: SA B1. 4(1) and(2)] Protection of drinking water services from rainwater must be in accordance with AS/NZS 3500. 1(2018) Clause 16. 4 and permitted following a risk assessment of the design and installation of the rainwater tankand other environmental factors in accordance with clause 16. 4. 2. (b) After 16. 4. 1, insert clause 16. 4. 2 as follows: 16. 4. 2 For buried rainwater tanks and partially buried rainwater tanks without connection to a drinking water supply or with direct or indirect connections to a drinking water supply, a dual-check valve may be used in lieu of a testable device for Containment protection and Zone protectionwhere it has been determined by risk assessment that— (i) the risk to tank rainwater quality from air pollution is low; and (ii) the risk to tank rainwater quality from groundwater and/or surface water contamination is low. In assessing this risk the permeability of the tank and piping materials and joints to groundwater contaminants should be addressed; and (iii) precautions in the design and installation of the rainwater collection system have been taken to reduce impacts to tank rainwater quality from the roof collection and delivery system. Such measures include, but are not restricted to, appropriate materials, gutter guards, filters, first flush devices, dry inlets, guards to exclude vermin and mosquitoes, and the quality of tank maintenance programs; and (iv) precautions in the design and installation of the rainwater tank have been taken to reduce impacts to tank rainwater quality from groundwater and surface water pollution. Such measures include, but are not limited to— (A) location and topography; and (B) structural integrity of the tank including installation factors such as bedding, embedment, compaction and geotechnical specifications; and (C) water tightness of tank including all penetrations, connections, access covers and joints; and (D) ingress of vermin through the overflow e. g. by provision of a reflux valve, self-sealing valve, trap check valve; and (E) the risk assessment results must be submitted to the authority having jurisdiction. Part B6 Rainwater services Delete B6D2 and insert SA B6D2 as follows:",,,2,B5,,NCC_VOL_3
NCC_VOL_3:SA B6D2,SA B6D2,General requirements,"[2019: SA B1. 4(1) and(2)] A rainwater service must comply with Section 15 of AS/NZS 3500. 1. Additionally, after Clause 15. 3. 3(c) insert(d)— (d) For Class 1 buildings and extensions or additions to Class 1 buildings the following applies. Where a water service from a rainwater tank interconnect with a water service from a water main supply, the supply to a fixture, appliance or water outlet shall be maintained by a device/mechanism that facilitates a seamless automatic switching from one water service supply to another and vice versa without the need for manual intervention. Part C1 Sanitary plumbing systems Delete C1D3 and insert SA C1D3 as follows: Section C	Sanitary plumbing and drainage systems",,,2,B6,,NCC_VOL_3
NCC_VOL_3:SA C1D3,SA C1D3,General requirements,"[2019: SA C1. 3] A sanitary plumbing system must be in accordance with AS/NZS 3500. 2 with the following variations: (a) After AS/NZS 3500. 2 clause 3. 9. 1(g) insert(h) and(i) as follows: (h) at the downstream end of a trade waste arrestor close to the outlet; and(i) at the upstream end of a trade waste drain connected to a trade waste arrestor and fitted with a wind driven turbine ventilator at the termination. (b) After AS/NZS 3500. 2 clause 3. 9. 3. 1(e) add(f) and(g) as follows: (f) where required by Clause 3. 9. 1(h) the downstream vent on any trade waste drain shall not be less than DN80; and(g) where required by Clause 3. 9. 1 (g) the upstream vent on a trade waste drain shall not be less than DN80. (a) After AS/NZS 3500. 2 clause 4. 7. 1(h), insert clause 4. 7. 1(i) as follows: Inspection openings indicated in 4. 7. 1(b), (d) (e) and(f) shall be raised to finished surface level. All other inspection openings need not be raised provided they are not below paved, concreted or similar finished surfaces. (c) After AS/NZS 3500. 2 clause 12. 7(g), insert clause 12. 7(h) as follows: Buried pumped discharge pipes and rising mains shall be placed in close-fitting durable sleeving or continually spirally wrapped. The sleeving or spiral wrapping shall be identified for the full length with the following statement: sewer rising main or pumped discharge pipe in accordance with AS 1345. (d) After AS/NZS 3500. 2 clause 12. 7(h), insert clause 12. 7(i) as follows: Above ground pumped discharge pipes and rising mains shall be permanently identified with the following statement: sewer rising main or pumped discharge pipe in accordance with AS 1345. The statement shall be installed in a visible position running longitudinally, at no more than 3 metre intervals. (e) After AS/NZS 3500. 2 clause 13. 27. 2, insert clause 13. 28 as follows: All trade waste pre-treatment equipment shall connect to the sewerage system via a disconnector gully. Part C2 Sanitary drainage systems Delete C2D4 and insert SA C2D4 as follows:",,,2,C1,,NCC_VOL_3
NCC_VOL_3:SA C2D4,SA C2D4,General requirements,"[New for 2020] A sanitary drainage system must be in accordance with AS/NZS 3500. 2 with the following variations: (a) After AS/NZS 3500. 2 clause 4. 7. 1(h), insert clause 4. 7. 1(i) as follows: Inspection openings indicated in 4. 7. 1(b), (d) (e) and(f) shall be raised to finished surface level. All other inspection openings need not be raised provided they are not below paved, concreted or similar finished surfaces. (c) After AS/NZS 3500. 2 clause 12. 7(g), insert clause 12. 7(h) as follows: Buried pumped discharge pipes and rising mains shall be placed in close-fitting durable sleeving or continually spirally wrapped. The sleeving or spiral wrapping shall be identified for the full length with the following statement: sewer rising main or pumped discharge pipe in accordance with AS 1345. (d) After AS/NZS 3500. 2 clause 12. 7(h), insert clause 12. 7(i) as follows: Above ground pumped discharge pipes and rising mains shall be permanently identified with the following statement: sewer rising main or pumped discharge pipe in accordance with AS 1345. The statement shall be installed in a visible position running longitudinally, at no more than 3 metre intervals. (e) After AS/NZS 3500. 2 clause 13. 27. 2, insert clause 13. 28 as follows: All trade waste pre-treatment equipment shall connect to the sewerage system via a disconnector gully. Part C3 On-site wastewater management Delete C3D2 and insert SA C3D2 as follows:",,,2,C2,,NCC_VOL_3
NCC_VOL_3:SA C3D2#2,SA C3D2#2,Septic tanks,[New for 2022] A septic tank must be in accordance with the South Australia On-Site Wastewater Systems Code. Delete C3D3 and insert SA C3D3 as follows:,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D3#2,SA C3D3#2,Composting toilets,[New for 2022] A waterless composting toilet must be in accordance with the South Australia On-Site Wastewater Systems Code. Delete C3D4 and insert SA C3D4 as follows:,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D4#2,SA C3D4#2,Secondary treatment systems,[New for 2022] A secondary treatment system must be in accordance with the South Australia On-Site Wastewater Systems Code. Delete C3D5 and insert SA C3D5 as follows:,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D5#2,SA C3D5#2,Domestic grey water treatment systems,[New for 2022] A domestic greywater treatment system must be in accordance with the South Australia On-Site Wastewater Systems Code. Delete C3D6 and insert SA C3D6 as follows:,,,2,C3,,NCC_VOL_3
NCC_VOL_3:SA C3D6#2,SA C3D6#2,Land application systems,[New for 2022] A land application system must be in accordance with the South Australia On-Site Wastewater Systems Code. Delete C3D7 and insert SA C3D7 as follows:,,,2,C3,,NCC_VOL_3
